Product Name, Price (Rs), Rating, No. of customer Review, Product Url 
,,,,,,,,
"Safari Tribe 35 Ltrs Large Laptop Backpack with 3 Compartments, Water Resistant Fabric - Black (TRIBE19CBBLK)","1,099",3.8 out of 5 stars,"1,577",https://amazon.in//Safari-Laptop-Backpack-Compartments-Resistant/dp/B09B27S9SG/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1688716543&sprefix=ba%2Caps%2C283&sr=8-68,,,,
,,,,,,,,
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Tan,981,4.4 out of 5 stars,"2,466",https://amazon.in//Classic-Leather-Laptop-Backpack-LBPCLSLTH1901/dp/B07G4CYC74/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1688716543&sprefix=ba%2Caps%2C283&sr=8-69,,,,
,,,,,,,,
Gear Turbo 45L Expandable Water Resistant Antitheft Laptop Bag/Backpack/Briefcase For Men/Women With Raincover (Grey),"1,794",4.4 out of 5 stars,"1,016",https://amazon.in//Gear-Expandable-RainCover-Grey-Black-TLPTURBO00401/dp/B097KDRZ67/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1688716543&sprefix=ba%2Caps%2C283&sr=8-70,,,,
,,,,,,,,
Bagneeds Men's Black Synthetic Leather Briefcase Best Laptop Messenger Bag Satchel for Men,749,4.1 out of 5 stars,"4,425",https://amazon.in//Bagneeds-Synthetic-Leather-Briefcase-Messenger/dp/B0855F8174/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1688716543&sprefix=ba%2Caps%2C283&sr=8-71,,,,
,,,,,,,,
"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",479,3.9 out of 5 stars,"10,260",https://amazon.in//Casual-Backpack-Charging-Laptop-Compartment/dp/B07J46KLFP/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1688716543&sprefix=ba%2Caps%2C283&sr=8-72,,,,
,,,,,,,,
"Mi Step Out 12 L Mini Backpack (Small Size, Dark Blue, Water Repellant)",249,4.1 out of 5 stars,"9,323",https://amazon.in//Step-Backpack-Small-Water-Repellant/dp/B088XH1BP7/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1688716543&sprefix=ba%2Caps%2C283&sr=8-73,,,,
,,,,,,,,
"Genie Iridescence School Bag for Girls, 17 inch Backpack for Women, 3 compartments Water Resistant Stylish and Trendy College Backpacks for Girls",899,4.0 out of 5 stars,"3,213",https://amazon.in//Genie-Iridescence-Multicolor-Backpack-Resistant/dp/B084VQLJL8/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1688716543&sprefix=ba%2Caps%2C283&sr=8-74,,,,
,,,,,,,,
Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag,843,4.0 out of 5 stars,"5,922",https://amazon.in//ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMVV77/ref=sr_1_75?crid=2M096C61O4MLT&keywords=bags&qid=1688716543&sprefix=ba%2Caps%2C283&sr=8-75,,,,
,,,,,,,,
Trajectory 15.6 Inch Vegan Leather Messenger Laptop bag for men in Office for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men,"1,399",4.2 out of 5 stars,451,https://amazon.in//Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_76?crid=2M096C61O4MLT&keywords=bags&qid=1688716543&sprefix=ba%2Caps%2C283&sr=8-76,,,,
,,,,,,,,
KIM BAG HOUSE 34 Ltrs H-P Bags Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students,349,5.0 out of 5 stars,1,https://amazon.in//KIM-BAG-HOUSE-H-P-Bags/dp/B0C957FDH6/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1688716543&sprefix=ba%2Caps%2C283&sr=8-77,,,,
,,,,,,,,
"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",479,3.9 out of 5 stars,"10,260",https://amazon.in//Fur-Jaden-Charging-Waterproof-BM36_BlueZip/dp/B07MXM5M99/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1688716543&sprefix=ba%2Caps%2C283&sr=8-78,,,,
,,,,,,,,
"Storite Nylon 47 Cm Travel Duffle Bag, Sports Shoulder Bag for Women with Wet Pocket Weekender Overnight Luggage Bag - (Pink, 47 x 16 x 30 Cm)","1,299",4.3 out of 5 stars,413,https://amazon.in//Storite-Travel-Bag-Women-Weekender/dp/B0B3JH6K9B/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1688716543&sprefix=ba%2Caps%2C283&sr=8-79,,,,
,,,,,,,,
Gear Cross Training 22L Water Resistant Travel Duffle Bag/Gym Bag for Men/Women - Grey Orange,468,4.2 out of 5 stars,"16,519",https://amazon.in//Gear-Polyester-Travel-Duffle-DUFCRSTNG0406/dp/B075MMWRW6/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1688716543&sprefix=ba%2Caps%2C283&sr=8-80,,,,
,,,,,,,,
"Mi Step Out 12 L Mini Backpack (Small Size, Dark Blue, Water Repellant)",249,4.1 out of 5 stars,"9,323",https://amazon.in//Step-Backpack-Small-Water-Repellant/dp/B088XH1BP7/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1688716545&sprefix=ba%2Caps%2C283&sr=8-81,,,,
,,,,,,,,
Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,512,4.0 out of 5 stars,"6,061",https://amazon.in//BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1688716545&sprefix=ba%2Caps%2C283&sr=8-82,,,,
,,,,,,,,
KIM BAG HOUSE 34 Ltrs H-P Bags Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students,349,5.0 out of 5 stars,1,https://amazon.in//KIM-BAG-HOUSE-H-P-Bags/dp/B0C957FDH6/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1688716545&sprefix=ba%2Caps%2C283&sr=8-83,,,,
,,,,,,,,
"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",479,3.9 out of 5 stars,"10,260",https://amazon.in//Fur-Jaden-Charging-Waterproof-BM36_BlueZip/dp/B07MXM5M99/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1688716545&sprefix=ba%2Caps%2C283&sr=8-84,,,,
,,,,,,,,
Gear Cross Training 22L Water Resistant Travel Duffle Bag/Gym Bag for Men/Women - Grey Orange,468,4.2 out of 5 stars,"16,519",https://amazon.in//Gear-Polyester-Travel-Duffle-DUFCRSTNG0406/dp/B075MMWRW6/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1688716545&sprefix=ba%2Caps%2C283&sr=8-85,,,,
,,,,,,,,
Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Black),448,4.3 out of 5 stars,"12,999",https://amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B07NJRPJ6Q/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1688716545&sprefix=ba%2Caps%2C283&sr=8-86,,,,
,,,,,,,,
